,UNIQUEID,DRUG,SOURCE,METHOD_3,PHENOTYPE,METHOD_MIC
10095,site.05.subj.LS-0559.lab.LS-09581-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10096,site.05.subj.PMK-1003.lab.MK-1635.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10097,site.05.subj.LS-1391.lab.LS-11094-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10098,site.05.subj.PMK-0926.lab.MK-0188.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10099,site.05.subj.CA-0087.lab.CO-07241-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10100,site.05.subj.CA-0180.lab.CO-08458-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10101,site.05.subj.CA-0962.lab.CO-15165-18.iso.1,BDQ,CRyPTIC,UKMYC6,R,>1
10102,site.05.subj.CA-0962.lab.CO-15165-18.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
10103,site.05.subj.LR-2428.lab.FN-01371-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10104,site.05.subj.LR-3389.lab.CR-01064-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10105,site.05.subj.CA-1562.lab.CO-10559-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10106,site.05.subj.PTAN-0263.lab.TAN-605.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10107,site.05.subj.PMFR-0721.lab.MFR-188.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10108,site.05.subj.LR-3575.lab.CR-00169-17.iso.1,BDQ,CRyPTIC2,UKMYC6,R,0.5
10109,site.05.subj.PTAN-0451.lab.TAN-287.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10110,site.05.subj.PMK-0997.lab.MK-1480.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10111,site.05.subj.LR-2050.lab.FN-00640-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10112,site.05.subj.LS-1570.lab.MA-00145-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10113,site.05.subj.PTAN-0025.lab.TAN-065.iso.2,BDQ,CRyPTIC,UKMYC5,S,0.03
10114,site.05.subj.LR-2420.lab.FN-00671-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10115,site.05.subj.LR-2586.lab.FN-01384-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10116,site.05.subj.CA-1567.lab.CO-01767-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10117,site.05.subj.CA-0107.lab.CO-07382-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10118,site.05.subj.LS-1555.lab.SJ-01570-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10119,site.05.subj.LR-3508.lab.CR-00052-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10120,site.05.subj.LR-3669.lab.CR-00843-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10121,site.05.subj.LS-1521.lab.MA-00888-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10122,site.05.subj.LS-0536.lab.LS-09000-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10123,site.05.subj.LR-3655.lab.CR-00144-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10124,site.05.subj.PTAN-0144.lab.TAN-432.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10125,site.05.subj.PMOP-0596.lab.MOP-146.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10126,site.05.subj.LS-1524.lab.LS-01597-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
10127,site.05.subj.LS-1096.lab.LS-11005-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10128,site.05.subj.PTAN-0475.lab.TAN-573.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10129,site.05.subj.LR-2111.lab.FN-01549-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10130,site.05.subj.CA-1442.lab.CO-02744-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10131,site.05.subj.LS-1250.lab.MA-07734-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10132,site.05.subj.LR-2525.lab.FN-01965-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10133,site.05.subj.LR-2227.lab.FN-00553-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10134,site.05.subj.LR-3782.lab.CR-01873-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10135,site.05.subj.PMFR-0667.lab.MFR-026.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10136,site.05.subj.PTAN-0434.lab.TAN-157.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10137,site.05.subj.CA-0072.lab.CO-06789-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10138,site.05.subj.CA-0072.lab.CO-06789-18.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.03
10139,site.05.subj.PTAN-0414.lab.TAN-730.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10140,site.05.subj.LR-2155.lab.FN-00173-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10141,site.05.subj.LR-3650.lab.CR-01938-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10142,site.05.subj.PSLM-0765.lab.SLM-018.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10143,site.05.subj.PSLM-0757.lab.SLM-009.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10144,site.05.subj.CA-1099.lab.CO-15999-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10145,site.05.subj.PTAN-0314.lab.TAN-733.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10146,site.05.subj.LS-0345.lab.SJ-05268-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10147,site.05.subj.LR-3155.lab.CR-00795-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10148,site.05.subj.PMK-1005.lab.MK-1667.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10149,site.05.subj.LS-0874.lab.MA-02654-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10150,site.05.subj.CA-0117.lab.CO-07529-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10151,site.05.subj.CA-1428.lab.CO-02466-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10152,site.05.subj.LR-3707.lab.CR-01390-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10153,site.05.subj.PLE-0874.lab.LE-009.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10154,site.05.subj.CA-1650.lab.CO-03667-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10155,site.05.subj.PSLM-0844.lab.SLM-113.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10156,site.05.subj.LS-0671.lab.LS-09947-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10157,site.05.subj.CA-1344.lab.CO-02089-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10158,site.05.subj.PTAN-0362.lab.TAN-441.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10159,site.05.subj.PMOP-0536.lab.MOP-059.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10160,site.05.subj.LR-3362.lab.CR-01164-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10161,site.05.subj.PMK-1058.lab.MK-2443.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10162,site.05.subj.LS-0541.lab.SJ-05822-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10163,site.05.subj.PMOP-0635.lab.MOP-200.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10164,site.05.subj.LR-2446.lab.FN-00301-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10165,site.05.subj.LS-0876.lab.MA-02657-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10166,site.05.subj.PMK-0924.lab.MK-0063.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10167,site.05.subj.LS-0602.lab.LS-09792-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10168,site.05.subj.PTAN-0054.lab.TAN-170.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10169,site.05.subj.CA-1686.lab.CO-09541-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10170,site.05.subj.LR-3063.lab.CR-00948-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10171,site.05.subj.LR-2059.lab.FN-00766-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10172,site.05.subj.LR-2072.lab.FN-01017-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10173,site.05.subj.LR-3272.lab.CR-00584-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10174,site.05.subj.LR-2556.lab.FN-02238-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10175,site.05.subj.PMK-0982.lab.MK-1262.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10176,site.05.subj.PMK-0982.lab.MK-1262.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
10177,site.05.subj.CA-0904.lab.CO-13935-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10178,site.05.subj.LR-2082.lab.FN-01188-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10179,site.05.subj.PTAN-0364.lab.TAN-476.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10180,site.05.subj.PLN-0866.lab.LN-055.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10181,site.05.subj.LR-3779.lab.CR-01677-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10182,site.05.subj.PTAN-0328.lab.TAN-769.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10183,site.05.subj.CA-1472.lab.CO-03304-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10184,site.05.subj.LS-0952.lab.MA-07702-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10185,site.05.subj.CA-0387.lab.CO-10197-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10186,site.05.subj.PTAN-0373.lab.TAN-520.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10187,site.05.subj.PTAN-0378.lab.TAN-552.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10188,site.05.subj.LR-2089.lab.FN-01264-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10189,site.05.subj.PTAN-0198.lab.TAN-112.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10190,site.05.subj.PTAN-0403.lab.TAN-674.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10191,site.05.subj.LS-1416.lab.MA-00027-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10192,site.05.subj.CA-0078.lab.CO-06929-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10193,site.05.subj.PTAN-0071.lab.TAN-226.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10194,site.05.subj.LR-3033.lab.CR-00070-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10195,site.05.subj.LR-2596.lab.FN-01047-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10196,site.05.subj.PLN-0860.lab.LN-713.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10197,site.05.subj.PTAN-0058.lab.TAN-180.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10198,site.05.subj.LR-3007.lab.CR-01481-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10199,site.05.subj.LR-3319.lab.CR-02012-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10200,site.05.subj.PMK-0968.lab.MK-1089.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10201,site.05.subj.CA-0048.lab.CO-05921-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10202,site.05.subj.PMK-0962.lab.MK-0978.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10203,site.05.subj.LS-1315.lab.LS-01120-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10204,site.05.subj.PMFR-0673.lab.MFR-038.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10205,site.05.subj.CA-0054.lab.CO-06285-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10206,site.05.subj.PMOP-1073.lab.MOP-248.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10207,site.05.subj.LR-2305.lab.FN-00527-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10208,site.05.subj.PTAN-0086.lab.TAN-260.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10209,site.05.subj.CA-1533.lab.CO-03242-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10210,site.05.subj.LR-2294.lab.FN-00277-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10211,site.05.subj.LR-2005.lab.FN-00126-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10212,site.05.subj.LS-1318.lab.LS-01152-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10213,site.05.subj.PMOP-0651.lab.MOP-222.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10214,site.05.subj.CA-0155.lab.CO-07958-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10215,site.05.subj.PTAN-0148.lab.TAN-443.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10216,site.05.subj.LR-3153.lab.CR-00701-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10217,site.05.subj.LR-2174.lab.FN-00526-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10218,site.05.subj.LS-1216.lab.LS-10909-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10219,site.05.subj.LR-2179.lab.FN-00694-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10220,site.05.subj.CA-1653.lab.CO-00194-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10221,site.05.subj.CA-0040.lab.CO-05994-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10222,site.05.subj.LR-2306.lab.FN-00555-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10223,site.05.subj.LS-1705.lab.MA-02109-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10224,site.05.subj.CA-1582.lab.CO-03756-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10225,site.05.subj.LS-1071.lab.LS-10781-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10226,site.05.subj.LR-2288.lab.FN-00661-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10227,site.05.subj.PTAN-0222.lab.TAN-304.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10228,site.05.subj.CA-0922.lab.CO-15567-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10229,site.05.subj.PTAN-0007.lab.TAN-013.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10230,site.05.subj.LR-2160.lab.FN-00269-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10231,site.05.subj.PTAN-0303.lab.TAN-712.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10232,site.05.subj.LR-3238.lab.CR-02063-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10233,site.05.subj.LS-0935.lab.MA-02702-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10234,site.05.subj.LS-0780.lab.MA-02218-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10235,site.05.subj.LS-0720.lab.LS-10030-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10236,site.05.subj.LS-1658.lab.MA-01344-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10237,site.05.subj.LR-3108.lab.CR-01876-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10238,site.05.subj.LR-3455.lab.CR-00658-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10239,site.05.subj.LS-0807.lab.MA-02367-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10240,site.05.subj.LR-2465.lab.FN-00631-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10241,site.05.subj.LS-1671.lab.MA-01786-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10242,site.05.subj.CA-0831.lab.CO-13938-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10243,site.05.subj.LR-3228.lab.CR-01783-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10244,site.05.subj.LR-3670.lab.CR-00846-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10245,site.05.subj.LR-3151.lab.CR-00457-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10246,site.05.subj.PTAN-0028.lab.TAN-087.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10247,site.05.subj.LR-3432.lab.CR-00962-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10248,site.05.subj.LR-3190.lab.CR-01374-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10249,site.05.subj.LR-2238.lab.FN-01268-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10250,site.05.subj.PMK-0977.lab.MK-1167.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10251,site.05.subj.LR-2061.lab.FN-00810-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10252,site.05.subj.PMOP-0500.lab.MOP-014.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10253,site.05.subj.LR-2429.lab.FN-01396-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10254,site.05.subj.PTAN-0016.lab.TAN-045.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10255,site.05.subj.PTAN-0386.lab.TAN-602.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10256,site.05.subj.LR-3498.lab.CR-02176-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10257,site.05.subj.PMOP-0517.lab.MOP-033.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10258,site.05.subj.LR-2147.lab.FN-02215-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10259,site.05.subj.LR-3004.lab.CR-01417-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10260,site.05.subj.PTAN-0462.lab.TAN-467.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10261,site.05.subj.LR-2594.lab.FN-00631-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10262,site.05.subj.LR-2345.lab.FN-01927-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10263,site.05.subj.PTAN-0312.lab.TAN-729.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10264,site.05.subj.CA-1722.lab.CO-11502-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10265,site.05.subj.LR-3158.lab.CR-01014-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10266,site.05.subj.PMFR-0668.lab.MFR-030.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10267,site.05.subj.PSLM-0770.lab.SLM-024.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10268,site.05.subj.LS-0936.lab.MA-02727-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10269,site.05.subj.LR-2213.lab.FN-00084-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10270,site.05.subj.PMFR-0711.lab.MFR-166.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10271,site.05.subj.PTAN-0275.lab.TAN-647.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10272,site.05.subj.PTAN-0012.lab.TAN-032.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10273,site.05.subj.LR-2484.lab.FN-00152-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10274,site.05.subj.PSLM-0777.lab.SLM-032.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10275,site.05.subj.LR-3361.lab.CR-01087-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10276,site.05.subj.PTAN-0392.lab.TAN-651.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10277,site.05.subj.LR-2096.lab.FN-01397-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10278,site.05.subj.PTAN-0268.lab.TAN-635.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10279,site.05.subj.LS-1033.lab.MA-02068-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10280,site.05.subj.LR-2405.lab.FN-01889-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10281,site.05.subj.PMK-0980.lab.MK-1193.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10282,site.05.subj.LS-0727.lab.LS-04168-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10283,site.05.subj.LR-3576.lab.CR-00178-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
10284,site.05.subj.PMFR-0663.lab.MFR-014.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10285,site.05.subj.PMOP-0534.lab.MOP-056.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10286,site.05.subj.LR-3356.lab.CR-01008-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10287,site.05.subj.PMOP-0504.lab.MOP-019.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10288,site.05.subj.PMFR-0750.lab.MFR-258.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
10289,site.05.subj.CA-0786.lab.CO-05630-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10290,site.05.subj.LS-1696.lab.MA-01997-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10291,site.05.subj.LR-2552.lab.FN-01823-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10292,site.05.subj.LR-3227.lab.CR-01782-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10293,site.05.subj.LS-0998.lab.MA-06702-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10294,site.05.subj.PTAN-0383.lab.TAN-568.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10295,site.05.subj.CA-1175.lab.CO-00281-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10296,site.05.subj.LS-1295.lab.MA-00074-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10297,site.05.subj.PMOP-0637.lab.MOP-204.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10298,site.05.subj.LS-1674.lab.LS-04154-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10299,site.05.subj.LS-1700.lab.MA-02035-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10300,site.05.subj.LS-1572.lab.MA-02543-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10301,site.05.subj.CA-0045.lab.CO-05716-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10302,site.05.subj.LS-1643.lab.MA-00504-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10303,site.05.subj.PSLM-0809.lab.SLM-069.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10304,site.05.subj.LR-2411.lab.FN-01302-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10305,site.05.subj.LS-0535.lab.LS-08732-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10306,site.05.subj.LR-3698.lab.CR-01330-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10307,site.05.subj.LR-3013.lab.CR-01703-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10308,site.05.subj.LR-3201.lab.CR-00745-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10309,site.05.subj.CA-0050.lab.CO-06209-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10310,site.05.subj.LR-3012.lab.CR-01701-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10311,site.05.subj.PMOP-0575.lab.MOP-118.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10312,site.05.subj.LR-2383.lab.FN-00078-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10313,site.05.subj.CA-1337.lab.CO-02070-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10314,site.05.subj.LR-2335.lab.FN-01418-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10315,site.05.subj.LR-3216.lab.CR-01326-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10316,site.05.subj.PMFR-0704.lab.MFR-138.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10317,site.05.subj.PTAN-0486.lab.TAN-798.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10318,site.05.subj.CA-0014.lab.CO-05340-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10319,site.05.subj.LR-2448.lab.FN-00969-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10320,site.05.subj.LR-2476.lab.FN-00764-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10321,site.05.subj.LR-2378.lab.FN-01828-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10322,site.05.subj.PMFR-0706.lab.MFR-143.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10323,site.05.subj.PTAN-0152.lab.TAN-458.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10324,site.05.subj.PTAN-0033.lab.TAN-109.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10325,site.05.subj.LS-1260.lab.MA-00242-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10326,site.05.subj.CA-0506.lab.CO-08710-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10327,site.05.subj.LR-3750.lab.CR-00275-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10328,site.05.subj.PPAR-0902.lab.PAR-1196.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10329,site.05.subj.CA-0923.lab.CO-15641-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10330,site.05.subj.CA-0923.lab.CO-15641-18.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
10331,site.05.subj.CA-0193.lab.CO-05358-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10332,site.05.subj.LR-2228.lab.FN-00585-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10333,site.05.subj.PTAN-0051.lab.TAN-151.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
